journey_id,prospect_id,primary_campaign_id,primary_channel_id,current_stage_id,lead_id,registration_id,activation_id,lead_created_ts,registration_started_ts,registration_completed_ts,first_login_ts,second_key_action_ts,qualification_status,registration_status,activation_status,is_lead,is_registered,is_activated,is_consolidated,estimated_monthly_contribution,estimated_12m_balance,estimated_annual_revenue
JR0006626,PR005916,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006627,PR005916,CP008,CH003,ST03,LD00000882,,,2025-07-17 05:36:41,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006628,PR005917,CP008,CH003,ST03,LD00000883,,,2025-10-19 14:52:29,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006629,PR005918,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006630,PR005919,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006631,PR005920,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006632,PR005921,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006633,PR005922,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006634,PR005923,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006635,PR005924,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006636,PR005925,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006637,PR005925,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006638,PR005926,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006639,PR005927,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006640,PR005928,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006641,PR005929,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006642,PR005930,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006643,PR005931,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006644,PR005932,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006645,PR005933,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006646,PR005934,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006647,PR005935,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006648,PR005936,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006649,PR005937,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006650,PR005938,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006651,PR005938,CP009,CH003,ST05,LD00000884,RG00000430,,2025-08-02 01:01:10,2025-08-02 12:35:10,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006652,PR005939,CP018,CH008,ST05,LD00000885,RG00000431,,2025-04-28 17:48:24,2025-05-01 21:00:24,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006653,PR005939,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006654,PR005940,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006655,PR005941,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006656,PR005941,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006657,PR005942,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006658,PR005943,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006659,PR005943,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006660,PR005944,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006661,PR005945,CP008,CH003,ST03,LD00000886,,,2025-03-26 18:51:50,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006662,PR005946,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006663,PR005947,CP001,CH001,ST03,LD00000887,,,2025-04-15 03:43:36,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006664,PR005948,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006665,PR005949,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006666,PR005950,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006667,PR005951,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006668,PR005952,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006669,PR005952,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006670,PR005953,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006671,PR005954,CP009,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006672,PR005955,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006673,PR005956,CP018,CH008,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006674,PR005957,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006675,PR005957,CP012,CH005,ST03,LD00000888,,,2025-07-20 12:03:57,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006676,PR005958,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006677,PR005959,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006678,PR005960,CP017,CH007,ST04,LD00000889,,,2025-04-25 10:11:49,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0006679,PR005960,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006680,PR005961,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006681,PR005962,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006682,PR005963,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006683,PR005964,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006684,PR005965,CP017,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006685,PR005966,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006686,PR005967,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006687,PR005968,CP015,CH006,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006688,PR005969,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006689,PR005970,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006690,PR005971,CP017,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006691,PR005972,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006692,PR005973,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006693,PR005974,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006694,PR005975,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006695,PR005976,CP004,CH001,ST03,LD00000890,,,2025-06-21 16:25:53,,,,,invalid_contact,,,1,0,0,0,0.0,0.0,0.0
JR0006696,PR005977,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006697,PR005978,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006698,PR005979,CP003,CH001,ST07,LD00000891,RG00000432,AC00000097,2025-03-09 21:01:40,2025-03-10 12:29:40,2025-03-11 08:31:40,2025-03-11 13:06:40,,qualified,completed,activated,1,1,1,0,1322.69,15872.28,285.7
JR0006699,PR005980,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006700,PR005981,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006701,PR005982,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006702,PR005983,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006703,PR005984,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006704,PR005985,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006705,PR005986,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006706,PR005987,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006707,PR005988,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006708,PR005989,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006709,PR005990,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006710,PR005990,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006711,PR005991,CP003,CH001,ST05,LD00000892,RG00000433,,2025-05-27 21:50:03,2025-05-29 04:29:03,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006712,PR005992,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006713,PR005993,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006714,PR005993,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006715,PR005994,CP013,CH005,ST03,LD00000893,,,2025-11-24 08:34:47,,,,,invalid_contact,,,1,0,0,0,0.0,0.0,0.0
JR0006716,PR005995,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006717,PR005995,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006718,PR005996,CP003,CH001,ST06,LD00000894,RG00000434,,2025-05-29 12:52:45,2025-05-30 07:53:45,2025-05-31 02:47:45,,,qualified,completed,,1,1,0,0,0.0,0.0,0.0
JR0006719,PR005996,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006720,PR005997,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006721,PR005998,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006722,PR005999,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006723,PR006000,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006724,PR006000,CP018,CH008,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006725,PR006001,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006726,PR006002,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006727,PR006003,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006728,PR006004,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006729,PR006005,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006730,PR006006,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006731,PR006007,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006732,PR006008,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006733,PR006009,CP001,CH001,ST03,LD00000895,,,2025-02-18 21:06:03,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006734,PR006010,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006735,PR006011,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006736,PR006012,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006737,PR006013,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006738,PR006014,CP008,CH003,ST04,LD00000896,,,2025-06-06 02:33:06,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0006739,PR006015,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006740,PR006016,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006741,PR006017,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006742,PR006018,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006743,PR006019,CP012,CH005,ST03,LD00000897,,,2025-02-26 08:41:02,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006744,PR006020,CP017,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006745,PR006021,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006746,PR006022,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006747,PR006023,CP015,CH006,ST04,LD00000898,,,2025-03-09 17:23:53,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0006748,PR006024,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006749,PR006025,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006750,PR006026,CP018,CH008,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006751,PR006027,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006752,PR006028,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006753,PR006029,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006754,PR006030,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006755,PR006031,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006756,PR006032,CP013,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006757,PR006033,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006758,PR006034,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006759,PR006035,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006760,PR006036,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006761,PR006037,CP013,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006762,PR006038,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006763,PR006039,CP011,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006764,PR006040,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006765,PR006041,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006766,PR006042,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006767,PR006042,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006768,PR006043,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006769,PR006044,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006770,PR006045,CP014,CH006,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006771,PR006045,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006772,PR006046,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006773,PR006047,CP006,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006774,PR006048,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006775,PR006049,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006776,PR006050,CP008,CH003,ST05,LD00000899,RG00000435,,2025-10-23 00:45:49,2025-10-23 15:29:49,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006777,PR006051,CP015,CH006,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006778,PR006052,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006779,PR006053,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006780,PR006054,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006781,PR006055,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006782,PR006056,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006783,PR006057,CP015,CH006,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006784,PR006058,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006785,PR006059,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006786,PR006060,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006787,PR006061,CP013,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006788,PR006062,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006789,PR006063,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006790,PR006064,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006791,PR006065,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006792,PR006066,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006793,PR006067,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006794,PR006068,CP010,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006795,PR006069,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006796,PR006070,CP001,CH001,ST05,LD00000900,RG00000436,,2025-11-29 02:59:31,2025-12-02 06:15:31,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006797,PR006071,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006798,PR006072,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006799,PR006073,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006800,PR006074,CP008,CH003,ST03,LD00000901,,,2025-08-05 04:53:53,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006801,PR006075,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006802,PR006076,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006803,PR006077,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006804,PR006078,CP018,CH008,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006805,PR006079,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006806,PR006080,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006807,PR006081,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006808,PR006082,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006809,PR006083,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006810,PR006084,CP005,CH002,ST05,LD00000902,RG00000437,,2025-05-07 05:01:51,2025-05-08 02:54:51,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006811,PR006085,CP004,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006812,PR006086,CP012,CH005,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006813,PR006087,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006814,PR006088,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006815,PR006089,CP008,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006816,PR006090,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006817,PR006091,CP011,CH004,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006818,PR006091,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006819,PR006092,CP016,CH007,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006820,PR006093,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006821,PR006094,CP007,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006822,PR006095,CP001,CH001,ST04,LD00000903,,,2025-04-23 22:55:46,,,,,qualified,,,1,0,0,0,0.0,0.0,0.0
JR0006823,PR006096,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006824,PR006097,CP002,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006825,PR006098,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006826,PR006099,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006827,PR006099,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006828,PR006100,CP003,CH001,ST03,LD00000904,,,2025-04-07 20:24:59,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006829,PR006101,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006830,PR006102,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006831,PR006103,CP007,CH003,ST03,LD00000905,,,2025-07-14 02:26:57,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006832,PR006104,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006833,PR006105,CP003,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006834,PR006106,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006835,PR006107,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006836,PR006107,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006837,PR006108,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006838,PR006109,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006839,PR006110,CP005,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006840,PR006111,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006841,PR006111,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006842,PR006112,CP001,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006843,PR006112,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006844,PR006113,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006845,PR006114,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006846,PR006115,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006847,PR006116,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006848,PR006117,CP004,CH001,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006849,PR006118,CP005,CH002,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006850,PR006119,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006851,PR006119,CP009,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006852,PR006120,CP007,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006853,PR006121,CP017,CH007,ST03,LD00000906,,,2025-08-21 01:22:08,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006854,PR006122,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006855,PR006123,CP009,CH003,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006856,PR006124,CP006,CH002,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006857,PR006125,CP010,CH004,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006858,PR006126,CP001,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006859,PR006127,CP016,CH007,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006860,PR006128,CP009,CH003,ST05,LD00000907,RG00000438,,2025-10-12 06:53:48,2025-10-13 09:45:48,,,,qualified,abandoned,,1,0,0,0,0.0,0.0,0.0
JR0006861,PR006129,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006862,PR006130,CP008,CH003,ST02,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006863,PR006131,CP003,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006864,PR006132,CP016,CH007,ST03,LD00000908,,,2025-10-20 12:43:07,,,,,unqualified,,,1,0,0,0,0.0,0.0,0.0
JR0006865,PR006133,CP012,CH005,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
JR0006866,PR006134,CP002,CH001,ST01,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0
