lead_id,journey_id,prospect_id,session_id,lead_created_ts,lead_source_type,form_name,product_interest,lead_status,lead_score,qualification_status,qualification_reason,response_time_minutes,is_duplicate,is_contactable
LD00000339,JR0002448,PR002189,SS00003645,2025-04-23 08:03:28,web_form,contact_request,Simulador de retiro,converted_to_registration,81.08,qualified,Cumple score e intención mínima,365,0,1
LD00000340,JR0002451,PR002192,SS00003649,2025-08-09 03:30:29,partner_form,simulator_capture,Simulador de retiro,lost,42.15,unqualified,Perfil no objetivo,186,0,1
LD00000341,JR0002462,PR002202,SS00003666,2025-12-05 06:24:55,web_form,lead_form_short,Cambio / registro Afore,nurtured,84.45,qualified,Cumple score e intención mínima,79,0,1
LD00000342,JR0002465,PR002204,SS00003670,2025-07-29 20:45:54,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,73.74,qualified,Cumple score e intención mínima,283,0,1
LD00000343,JR0002471,PR002210,SS00003681,2025-06-07 13:51:14,web_form,lead_form_main,Ahorro voluntario,lost,91.68,unqualified,Duplicado operacional,164,0,1
LD00000344,JR0002472,PR002211,SS00003683,2025-07-19 02:00:32,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,82.19,qualified,Cumple score e intención mínima,182,0,1
LD00000345,JR0002485,PR002224,SS00003703,2025-12-02 10:44:05,direct_form,lead_form_short,Aportaciones complementarias,converted_to_registration,93.1,qualified,Cumple score e intención mínima,198,0,1
LD00000346,JR0002486,PR002224,SS00003708,2025-12-28 08:54:05,lead_ad,contact_request,Aportaciones complementarias,converted_to_registration,83.76,qualified,Cumple score e intención mínima,91,1,1
LD00000347,JR0002488,PR002226,SS00003711,2025-07-17 10:28:24,web_form,lead_form_short,Ahorro voluntario,nurtured,91.81,qualified,Cumple score e intención mínima,292,0,1
LD00000348,JR0002490,PR002228,SS00003714,2025-06-23 03:50:45,web_form,simulator_capture,Ahorro voluntario,nurtured,70.45,qualified,Cumple score e intención mínima,138,0,1
LD00000349,JR0002492,PR002229,SS00003717,2026-01-01 03:42:00,web_form,contact_request,Ahorro voluntario,converted_to_registration,72.83,qualified,Cumple score e intención mínima,154,0,1
LD00000350,JR0002511,PR002247,SS00003745,2025-03-24 01:01:45,web_form,lead_form_main,Simulador de retiro,nurtured,81.13,qualified,Cumple score e intención mínima,212,0,1
LD00000351,JR0002512,PR002247,SS00003746,2025-04-17 16:28:29,direct_form,contact_request,Simulador de retiro,lost,68.0,unqualified,Perfil no objetivo,149,1,1
LD00000352,JR0002525,PR002259,SS00003768,2025-04-17 17:06:24,lead_ad,simulator_capture,Información general,lost,18.76,invalid_contact,Datos no contactables,262,0,0
LD00000353,JR0002527,PR002261,SS00003771,2025-08-16 06:39:03,landing_form,contact_request,Cambio / registro Afore,lost,51.99,unqualified,Duplicado operacional,310,0,1
LD00000354,JR0002528,PR002262,SS00003772,2025-08-19 05:20:24,direct_form,contact_request,Ahorro voluntario,converted_to_registration,75.3,qualified,Cumple score e intención mínima,139,0,1
LD00000355,JR0002531,PR002265,SS00003776,2025-07-14 10:21:23,lead_ad,simulator_capture,Ahorro voluntario,lost,62.7,unqualified,Perfil no objetivo,249,0,1
LD00000356,JR0002542,PR002275,SS00003790,2025-08-08 13:58:33,lead_ad,contact_request,Ahorro voluntario,converted_to_registration,88.44,qualified,Cumple score e intención mínima,113,0,1
LD00000357,JR0002548,PR002280,SS00003802,2025-10-17 22:14:37,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,66.85,qualified,Cumple score e intención mínima,343,0,1
LD00000358,JR0002549,PR002281,SS00003805,2025-08-02 01:07:24,web_form,lead_form_short,Cambio / registro Afore,lost,61.89,unqualified,Duplicado operacional,206,0,1
LD00000359,JR0002556,PR002287,SS00003817,2025-02-13 05:16:58,web_form,simulator_capture,Simulador de retiro,lost,62.28,unqualified,Perfil no objetivo,399,0,1
LD00000360,JR0002568,PR002299,SS00003835,2025-11-14 23:11:29,landing_form,lead_form_main,Simulador de retiro,nurtured,55.48,qualified,Cumple score e intención mínima,375,0,1
LD00000361,JR0002575,PR002306,SS00003844,2025-06-25 06:59:22,lead_ad,lead_form_short,Simulador de retiro,nurtured,39.56,qualified,Cumple score e intención mínima,200,0,1
LD00000362,JR0002576,PR002307,SS00003845,2025-07-11 15:28:38,web_form,contact_request,Ahorro voluntario,lost,85.98,unqualified,Perfil no objetivo,141,0,1
LD00000363,JR0002589,PR002319,SS00003863,2025-04-02 23:06:27,lead_ad,contact_request,Ahorro voluntario,nurtured,83.73,qualified,Cumple score e intención mínima,268,0,1
LD00000364,JR0002591,PR002320,SS00003867,2025-05-04 23:35:50,web_form,lead_form_short,Ahorro voluntario,nurtured,77.07,qualified,Cumple score e intención mínima,51,0,1
LD00000365,JR0002607,PR002334,SS00003888,2025-10-06 03:17:16,web_form,contact_request,Ahorro voluntario,lost,65.42,unqualified,Duplicado operacional,132,0,1
LD00000366,JR0002608,PR002335,SS00003889,2025-06-04 10:11:48,web_form,lead_form_short,Simulador de retiro,lost,66.12,unqualified,Duplicado operacional,197,0,1
LD00000367,JR0002611,PR002338,SS00003893,2025-02-04 20:52:08,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,75.8,qualified,Cumple score e intención mínima,87,0,1
LD00000368,JR0002614,PR002340,SS00003900,2025-10-04 05:47:39,web_form,lead_form_short,Ahorro voluntario,lost,98.64,unqualified,Perfil no objetivo,374,0,1
LD00000369,JR0002620,PR002345,SS00003909,2025-04-11 03:51:53,direct_form,lead_form_short,Ahorro voluntario,lost,79.2,unqualified,Duplicado operacional,139,0,1
LD00000370,JR0002624,PR002349,SS00003913,2025-08-30 02:10:21,web_form,contact_request,Simulador de retiro,converted_to_registration,57.98,qualified,Cumple score e intención mínima,241,0,1
LD00000371,JR0002626,PR002351,SS00003918,2025-11-29 21:52:42,email_click,lead_form_short,Simulador de retiro,nurtured,80.26,qualified,Cumple score e intención mínima,48,0,1
LD00000372,JR0002629,PR002354,SS00003924,2025-01-19 15:32:09,email_click,lead_form_main,Simulador de retiro,nurtured,77.07,qualified,Cumple score e intención mínima,70,0,1
LD00000373,JR0002638,PR002362,SS00003937,2025-06-01 23:38:21,partner_form,contact_request,Aportaciones complementarias,converted_to_registration,83.78,qualified,Cumple score e intención mínima,119,0,1
LD00000374,JR0002674,PR002394,SS00003986,2025-06-25 22:53:37,web_form,contact_request,Ahorro voluntario,converted_to_registration,100.0,qualified,Cumple score e intención mínima,93,0,1
LD00000375,JR0002675,PR002395,SS00003989,2025-04-04 08:37:37,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,98.85,qualified,Cumple score e intención mínima,105,0,1
LD00000376,JR0002684,PR002402,SS00004003,2025-12-15 02:44:44,email_click,contact_request,Simulador de retiro,lost,53.9,unqualified,Perfil no objetivo,90,0,1
LD00000377,JR0002687,PR002404,SS00004009,2025-06-03 12:19:17,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,49.67,qualified,Cumple score e intención mínima,82,0,1
LD00000378,JR0002698,PR002414,SS00004026,2025-01-10 10:39:53,app_cta,contact_request,Cambio / registro Afore,converted_to_registration,77.77,qualified,Cumple score e intención mínima,16,0,1
LD00000379,JR0002702,PR002417,SS00004032,2025-05-08 16:31:23,web_form,contact_request,Ahorro voluntario,nurtured,73.94,qualified,Cumple score e intención mínima,146,0,1
LD00000380,JR0002713,PR002427,SS00004046,2025-10-10 08:52:37,web_form,simulator_capture,Información general,lost,16.03,unqualified,Duplicado operacional,279,0,1
LD00000381,JR0002719,PR002433,SS00004054,2025-05-21 00:53:07,app_cta,lead_form_main,Ahorro voluntario,converted_to_registration,79.61,qualified,Cumple score e intención mínima,37,0,1
LD00000382,JR0002725,PR002438,SS00004064,2025-10-07 00:15:21,email_click,lead_form_short,Simulador de retiro,lost,33.15,unqualified,Duplicado operacional,130,0,1
LD00000383,JR0002726,PR002439,SS00004065,2025-07-20 19:46:48,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,83.24,qualified,Cumple score e intención mínima,189,0,1
LD00000384,JR0002730,PR002443,SS00004071,2025-04-19 05:30:27,web_form,contact_request,Aportaciones complementarias,lost,95.58,unqualified,Baja intención declarada,85,0,1
LD00000385,JR0002731,PR002444,SS00004072,2025-06-03 16:15:09,email_click,simulator_capture,Cambio / registro Afore,converted_to_registration,84.04,qualified,Cumple score e intención mínima,50,0,1
LD00000386,JR0002738,PR002449,SS00004081,2025-12-23 07:06:55,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,58.89,qualified,Cumple score e intención mínima,227,0,1
LD00000387,JR0002748,PR002459,SS00004097,2025-08-19 15:31:57,web_form,simulator_capture,Información general,lost,28.02,unqualified,Perfil no objetivo,95,0,1
LD00000388,JR0002749,PR002460,SS00004098,2025-12-18 02:55:37,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,89.54,qualified,Cumple score e intención mínima,191,0,1
LD00000389,JR0002753,PR002463,SS00004104,2025-03-11 08:16:48,web_form,lead_form_main,Simulador de retiro,nurtured,74.8,qualified,Cumple score e intención mínima,206,0,1
LD00000390,JR0002760,PR002469,SS00004114,2025-11-17 02:57:42,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,94.74,qualified,Cumple score e intención mínima,59,0,1
LD00000391,JR0002762,PR002471,SS00004119,2025-09-24 15:17:51,web_form,lead_form_short,Cambio / registro Afore,nurtured,90.6,qualified,Cumple score e intención mínima,91,0,1
LD00000392,JR0002768,PR002477,SS00004130,2025-07-07 21:56:12,web_form,contact_request,Ahorro voluntario,converted_to_registration,88.14,qualified,Cumple score e intención mínima,238,0,1
LD00000393,JR0002782,PR002491,SS00004151,2025-09-03 08:49:55,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,79.7,qualified,Cumple score e intención mínima,200,0,0
LD00000394,JR0002783,PR002491,SS00004153,2025-10-17 22:18:55,direct_form,lead_form_short,Ahorro voluntario,lost,79.16,unqualified,Baja intención declarada,66,1,1
LD00000395,JR0002794,PR002501,SS00004167,2025-04-05 14:49:59,web_form,simulator_capture,Ahorro voluntario,lost,77.21,unqualified,Baja intención declarada,102,0,1
LD00000396,JR0002803,PR002508,SS00004178,2025-06-05 18:42:30,web_form,lead_form_main,Ahorro voluntario,nurtured,68.61,qualified,Cumple score e intención mínima,221,0,1
LD00000397,JR0002805,PR002510,SS00004180,2025-11-03 03:14:47,web_form,lead_form_short,Ahorro voluntario,nurtured,84.93,qualified,Cumple score e intención mínima,138,0,1
LD00000398,JR0002812,PR002515,SS00004188,2025-08-20 02:46:26,direct_form,simulator_capture,Ahorro voluntario,converted_to_registration,62.68,qualified,Cumple score e intención mínima,110,0,1
LD00000399,JR0002829,PR002529,SS00004214,2025-09-02 01:45:02,web_form,lead_form_main,Simulador de retiro,converted_to_registration,74.98,qualified,Cumple score e intención mínima,312,0,1
LD00000400,JR0002832,PR002532,SS00004222,2025-02-06 10:34:00,web_form,lead_form_main,Simulador de retiro,lost,33.46,unqualified,Perfil no objetivo,148,0,1
LD00000401,JR0002850,PR002550,SS00004245,2025-04-09 10:52:18,web_form,contact_request,Simulador de retiro,lost,61.94,unqualified,Baja intención declarada,305,0,1
LD00000402,JR0002851,PR002551,SS00004247,2025-08-24 13:20:11,web_form,simulator_capture,Cambio / registro Afore,lost,89.4,unqualified,Baja intención declarada,706,0,1
LD00000403,JR0002862,PR002560,SS00004262,2025-04-21 00:57:47,web_form,simulator_capture,Ahorro voluntario,nurtured,73.58,qualified,Cumple score e intención mínima,316,0,0
LD00000404,JR0002871,PR002567,SS00004273,2025-11-18 11:10:35,web_form,lead_form_main,Ahorro voluntario,lost,43.65,unqualified,Baja intención declarada,323,0,1
LD00000405,JR0002876,PR002572,SS00004280,2025-09-09 18:43:25,lead_ad,simulator_capture,Simulador de retiro,nurtured,62.87,qualified,Cumple score e intención mínima,164,0,1
LD00000406,JR0002890,PR002585,SS00004299,2025-08-08 04:55:18,direct_form,lead_form_short,Ahorro voluntario,nurtured,72.27,qualified,Cumple score e intención mínima,141,0,1
LD00000407,JR0002891,PR002586,SS00004301,2025-04-21 02:10:15,partner_form,contact_request,Simulador de retiro,converted_to_registration,63.32,qualified,Cumple score e intención mínima,174,0,1
LD00000408,JR0002892,PR002587,SS00004305,2025-04-24 20:40:10,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,93.96,qualified,Cumple score e intención mínima,149,0,1
LD00000409,JR0002894,PR002589,SS00004308,2025-01-23 05:37:12,web_form,simulator_capture,Ahorro voluntario,nurtured,99.06,qualified,Cumple score e intención mínima,62,0,1
LD00000410,JR0002901,PR002595,SS00004321,2025-11-01 17:51:35,web_form,lead_form_short,Simulador de retiro,lost,46.7,invalid_contact,Datos no contactables,194,0,0
LD00000411,JR0002905,PR002598,SS00004326,2025-05-16 03:39:32,app_cta,lead_form_short,Aportaciones complementarias,nurtured,94.12,qualified,Cumple score e intención mínima,88,0,1
LD00000412,JR0002909,PR002602,SS00004330,2025-03-12 15:13:49,web_form,simulator_capture,Simulador de retiro,converted_to_registration,54.96,qualified,Cumple score e intención mínima,260,0,1
LD00000413,JR0002927,PR002619,SS00004354,2025-05-21 17:45:40,web_form,lead_form_main,Simulador de retiro,lost,54.7,invalid_contact,Datos no contactables,245,0,0
LD00000414,JR0002973,PR002660,SS00004413,2025-07-13 21:18:14,lead_ad,simulator_capture,Aportaciones complementarias,converted_to_registration,91.04,qualified,Cumple score e intención mínima,194,0,1
LD00000415,JR0002975,PR002661,SS00004418,2025-02-05 11:17:37,web_form,contact_request,Ahorro voluntario,converted_to_registration,97.21,qualified,Cumple score e intención mínima,179,0,1
LD00000416,JR0002979,PR002665,SS00004425,2025-07-03 18:31:02,app_cta,lead_form_main,Ahorro voluntario,converted_to_registration,77.35,qualified,Cumple score e intención mínima,16,0,1
LD00000417,JR0002984,PR002669,SS00004435,2025-05-27 01:20:51,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,55.89,qualified,Cumple score e intención mínima,379,0,0
LD00000418,JR0003019,PR002704,SS00004482,2025-03-15 09:37:43,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,71.37,qualified,Cumple score e intención mínima,264,0,1
LD00000419,JR0003025,PR002709,SS00004493,2025-12-29 04:44:43,web_form,lead_form_short,Simulador de retiro,nurtured,62.43,qualified,Cumple score e intención mínima,107,0,1
LD00000420,JR0003038,PR002721,SS00004510,2025-05-13 14:15:59,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,76.83,qualified,Cumple score e intención mínima,223,0,1
LD00000421,JR0003041,PR002724,SS00004515,2025-05-02 22:25:01,email_click,simulator_capture,Ahorro voluntario,converted_to_registration,80.19,qualified,Cumple score e intención mínima,72,0,1
LD00000422,JR0003043,PR002725,SS00004519,2025-10-21 09:46:38,lead_ad,lead_form_main,Aportaciones complementarias,converted_to_registration,79.28,qualified,Cumple score e intención mínima,212,0,1
LD00000423,JR0003047,PR002729,SS00004527,2025-04-17 16:55:26,web_form,contact_request,Ahorro voluntario,lost,100.0,unqualified,Duplicado operacional,87,0,1
LD00000424,JR0003048,PR002729,SS00004529,2025-05-20 18:03:59,web_form,contact_request,Ahorro voluntario,converted_to_registration,91.93,qualified,Cumple score e intención mínima,201,1,0
LD00000425,JR0003056,PR002737,SS00004544,2025-05-04 07:29:42,web_form,lead_form_main,Ahorro voluntario,lost,64.02,unqualified,Baja intención declarada,192,0,1
LD00000426,JR0003057,PR002738,SS00004546,2025-05-04 19:42:57,lead_ad,lead_form_short,Ahorro voluntario,lost,58.76,unqualified,Duplicado operacional,113,0,1
LD00000427,JR0003066,PR002747,SS00004558,2025-09-03 11:21:53,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,57.12,qualified,Cumple score e intención mínima,247,0,0
LD00000428,JR0003069,PR002750,SS00004564,2025-06-29 11:43:51,web_form,lead_form_short,Simulador de retiro,lost,62.0,unqualified,Duplicado operacional,63,0,1
LD00000429,JR0003072,PR002753,SS00004568,2025-11-07 07:14:46,lead_ad,simulator_capture,Ahorro voluntario,lost,78.59,unqualified,Duplicado operacional,118,0,1
LD00000430,JR0003077,PR002758,SS00004575,2025-10-17 22:41:21,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,100.0,qualified,Cumple score e intención mínima,288,0,1
LD00000431,JR0003078,PR002758,SS00004580,2025-11-03 00:56:21,web_form,simulator_capture,Ahorro voluntario,lost,96.72,unqualified,Duplicado operacional,202,1,1
LD00000432,JR0003092,PR002771,SS00004598,2025-09-22 23:00:36,web_form,lead_form_short,Ahorro voluntario,lost,80.03,unqualified,Duplicado operacional,92,0,1
LD00000433,JR0003093,PR002772,SS00004599,2025-11-28 03:28:12,email_click,contact_request,Ahorro voluntario,converted_to_registration,84.89,qualified,Cumple score e intención mínima,52,0,1
LD00000434,JR0003104,PR002782,SS00004613,2025-05-15 05:18:18,lead_ad,contact_request,Ahorro voluntario,lost,68.86,unqualified,Baja intención declarada,128,0,1
LD00000435,JR0003118,PR002795,SS00004636,2025-10-16 19:08:07,web_form,lead_form_main,Simulador de retiro,converted_to_registration,74.65,qualified,Cumple score e intención mínima,173,0,1
LD00000436,JR0003120,PR002796,SS00004643,2025-07-08 10:44:03,web_form,lead_form_short,Simulador de retiro,nurtured,73.97,qualified,Cumple score e intención mínima,636,0,1
LD00000437,JR0003122,PR002798,SS00004647,2025-10-07 06:52:52,web_form,lead_form_main,Ahorro voluntario,nurtured,51.07,qualified,Cumple score e intención mínima,196,0,1
LD00000438,JR0003128,PR002804,SS00004654,2025-04-11 22:38:26,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,83.96,qualified,Cumple score e intención mínima,274,0,1
LD00000439,JR0003129,PR002805,SS00004657,2025-06-09 00:43:53,web_form,lead_form_main,Ahorro voluntario,nurtured,75.48,qualified,Cumple score e intención mínima,193,0,1
LD00000440,JR0003145,PR002820,SS00004680,2025-07-27 23:48:09,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,53.18,qualified,Cumple score e intención mínima,205,0,1
LD00000441,JR0003150,PR002823,SS00004689,2025-05-04 06:07:45,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,87.47,qualified,Cumple score e intención mínima,297,0,1
LD00000442,JR0003161,PR002831,SS00004705,2025-03-18 01:39:51,landing_form,lead_form_short,Simulador de retiro,converted_to_registration,61.3,qualified,Cumple score e intención mínima,221,0,1
LD00000443,JR0003169,PR002838,SS00004719,2025-03-10 23:54:45,email_click,lead_form_main,Aportaciones complementarias,converted_to_registration,100.0,qualified,Cumple score e intención mínima,82,0,1
LD00000444,JR0003172,PR002841,SS00004726,2025-02-24 18:17:01,email_click,lead_form_main,Simulador de retiro,nurtured,66.72,qualified,Cumple score e intención mínima,81,0,1
LD00000445,JR0003190,PR002855,SS00004753,2025-08-12 04:21:44,web_form,contact_request,Ahorro voluntario,lost,70.67,invalid_contact,Datos no contactables,137,0,0
LD00000446,JR0003194,PR002859,SS00004758,2025-06-24 16:20:04,partner_form,lead_form_main,Ahorro voluntario,converted_to_registration,88.33,qualified,Cumple score e intención mínima,83,0,0
LD00000447,JR0003196,PR002860,SS00004762,2025-09-09 21:35:40,email_click,simulator_capture,Ahorro voluntario,converted_to_registration,99.54,qualified,Cumple score e intención mínima,95,0,1
LD00000448,JR0003216,PR002878,SS00004795,2025-07-29 02:35:09,direct_form,simulator_capture,Ahorro voluntario,converted_to_registration,60.51,qualified,Cumple score e intención mínima,89,0,1
LD00000449,JR0003222,PR002883,SS00004805,2025-10-15 16:59:43,web_form,lead_form_main,Cambio / registro Afore,nurtured,80.56,qualified,Cumple score e intención mínima,174,0,1
LD00000450,JR0003224,PR002885,SS00004809,2025-11-03 12:29:06,lead_ad,lead_form_short,Ahorro voluntario,lost,73.17,unqualified,Duplicado operacional,333,0,1
LD00000451,JR0003226,PR002887,SS00004811,2025-05-06 05:40:13,direct_form,contact_request,Ahorro voluntario,converted_to_registration,68.82,qualified,Cumple score e intención mínima,97,0,1
LD00000452,JR0003227,PR002888,SS00004813,2025-08-11 10:33:20,lead_ad,contact_request,Cambio / registro Afore,nurtured,56.74,qualified,Cumple score e intención mínima,244,0,1
LD00000453,JR0003237,PR002898,SS00004824,2025-06-24 22:56:15,web_form,lead_form_main,Ahorro voluntario,lost,32.5,invalid_contact,Datos no contactables,319,0,0
LD00000454,JR0003244,PR002905,SS00004834,2025-08-23 12:40:38,web_form,lead_form_main,Ahorro voluntario,nurtured,72.59,qualified,Cumple score e intención mínima,222,0,1
LD00000455,JR0003250,PR002911,SS00004841,2025-05-28 10:04:31,web_form,simulator_capture,Ahorro voluntario,lost,62.69,unqualified,Perfil no objetivo,70,0,1
LD00000456,JR0003270,PR002928,SS00004867,2025-03-07 08:02:51,lead_ad,contact_request,Aportaciones complementarias,nurtured,89.94,qualified,Cumple score e intención mínima,288,0,1
LD00000457,JR0003282,PR002939,SS00004884,2025-03-05 21:16:13,web_form,lead_form_main,Ahorro voluntario,nurtured,48.73,qualified,Cumple score e intención mínima,420,0,0
LD00000458,JR0003284,PR002941,SS00004888,2025-07-05 04:14:56,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,79.26,qualified,Cumple score e intención mínima,197,0,1
LD00000459,JR0003300,PR002952,SS00004912,2025-07-09 13:38:18,direct_form,simulator_capture,Ahorro voluntario,converted_to_registration,92.9,qualified,Cumple score e intención mínima,98,0,1
LD00000460,JR0003314,PR002965,SS00004932,2025-06-04 06:48:49,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,96.99,qualified,Cumple score e intención mínima,304,0,1
LD00000461,JR0003316,PR002967,SS00004935,2025-08-03 09:42:28,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,86.02,qualified,Cumple score e intención mínima,187,0,1
LD00000462,JR0003317,PR002968,SS00004937,2025-04-25 15:53:11,web_form,simulator_capture,Ahorro voluntario,nurtured,93.87,qualified,Cumple score e intención mínima,166,0,1
LD00000463,JR0003318,PR002969,SS00004938,2025-10-15 04:06:37,web_form,contact_request,Ahorro voluntario,converted_to_registration,77.08,qualified,Cumple score e intención mínima,181,0,1
LD00000464,JR0003320,PR002971,SS00004942,2025-04-10 22:27:16,lead_ad,contact_request,Ahorro voluntario,nurtured,68.19,qualified,Cumple score e intención mínima,152,0,1
LD00000465,JR0003322,PR002973,SS00004945,2025-08-29 13:31:38,web_form,lead_form_main,Simulador de retiro,lost,45.2,unqualified,Perfil no objetivo,86,0,1
LD00000466,JR0003324,PR002975,SS00004947,2025-06-19 14:14:53,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,82.08,qualified,Cumple score e intención mínima,410,0,1
LD00000467,JR0003337,PR002987,SS00004966,2025-02-25 03:44:56,web_form,contact_request,Simulador de retiro,lost,48.33,unqualified,Baja intención declarada,243,0,1
LD00000468,JR0003339,PR002988,SS00004970,2025-07-02 05:50:25,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,99.99,qualified,Cumple score e intención mínima,206,0,1
LD00000469,JR0003343,PR002991,SS00004977,2025-04-23 10:37:48,email_click,lead_form_main,Simulador de retiro,converted_to_registration,69.1,qualified,Cumple score e intención mínima,108,0,1
LD00000470,JR0003344,PR002992,SS00004980,2025-07-04 12:34:40,web_form,contact_request,Ahorro voluntario,converted_to_registration,81.19,qualified,Cumple score e intención mínima,104,0,1
LD00000471,JR0003345,PR002993,SS00004983,2025-09-06 23:46:07,lead_ad,lead_form_main,Simulador de retiro,lost,54.27,invalid_contact,Datos no contactables,199,0,0
LD00000472,JR0003346,PR002994,SS00004984,2025-06-15 08:41:33,web_form,lead_form_short,Simulador de retiro,lost,63.63,invalid_contact,Datos no contactables,151,0,0
LD00000473,JR0003347,PR002995,SS00004986,2025-05-05 09:49:03,web_form,simulator_capture,Simulador de retiro,converted_to_registration,64.58,qualified,Cumple score e intención mínima,686,0,1
LD00000474,JR0003349,PR002997,SS00004989,2025-08-13 12:23:00,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,78.88,qualified,Cumple score e intención mínima,212,0,1
LD00000475,JR0003360,PR003007,SS00005006,2025-05-19 00:53:29,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,75.13,qualified,Cumple score e intención mínima,245,0,1
LD00000476,JR0003361,PR003008,SS00005008,2025-05-19 19:36:19,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,87.81,qualified,Cumple score e intención mínima,120,0,1
LD00000477,JR0003369,PR003016,SS00005020,2025-02-12 23:53:22,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,90.51,qualified,Cumple score e intención mínima,64,0,1
LD00000478,JR0003370,PR003017,SS00005023,2025-05-04 05:33:46,web_form,contact_request,Ahorro voluntario,lost,82.17,unqualified,Baja intención declarada,184,0,1
LD00000479,JR0003395,PR003040,SS00005053,2025-06-24 20:52:10,partner_form,contact_request,Ahorro voluntario,converted_to_registration,75.41,qualified,Cumple score e intención mínima,66,0,0
LD00000480,JR0003419,PR003061,SS00005082,2025-08-08 16:35:45,direct_form,lead_form_main,Cambio / registro Afore,lost,48.01,unqualified,Baja intención declarada,64,0,1
LD00000481,JR0003434,PR003074,SS00005102,2025-04-04 23:18:04,lead_ad,lead_form_main,Ahorro voluntario,nurtured,72.07,qualified,Cumple score e intención mínima,222,0,1
LD00000482,JR0003447,PR003087,SS00005120,2025-08-13 02:10:27,app_cta,contact_request,Simulador de retiro,converted_to_registration,72.22,qualified,Cumple score e intención mínima,70,0,0
LD00000483,JR0003451,PR003090,SS00005128,2025-12-01 12:28:00,email_click,simulator_capture,Ahorro voluntario,nurtured,63.78,qualified,Cumple score e intención mínima,29,0,1
LD00000484,JR0003456,PR003094,SS00005137,2025-07-17 06:21:02,web_form,simulator_capture,Ahorro voluntario,lost,70.62,invalid_contact,Datos no contactables,121,0,0
LD00000485,JR0003457,PR003095,SS00005139,2025-09-19 11:24:30,lead_ad,contact_request,Cambio / registro Afore,nurtured,85.78,qualified,Cumple score e intención mínima,323,0,1
LD00000486,JR0003460,PR003098,SS00005142,2025-03-29 03:39:14,lead_ad,lead_form_main,Cambio / registro Afore,converted_to_registration,71.25,qualified,Cumple score e intención mínima,231,0,1
LD00000487,JR0003466,PR003104,SS00005151,2025-06-28 09:45:07,landing_form,contact_request,Aportaciones complementarias,lost,94.37,unqualified,Baja intención declarada,353,0,1
LD00000488,JR0003480,PR003116,SS00005167,2025-07-13 23:55:10,direct_form,lead_form_main,Cambio / registro Afore,converted_to_registration,86.92,qualified,Cumple score e intención mínima,127,0,1
LD00000489,JR0003484,PR003119,SS00005175,2025-12-06 07:42:52,email_click,contact_request,Ahorro voluntario,converted_to_registration,74.54,qualified,Cumple score e intención mínima,73,0,1
LD00000490,JR0003491,PR003125,SS00005190,2025-04-12 13:53:43,direct_form,lead_form_short,Ahorro voluntario,converted_to_registration,72.96,qualified,Cumple score e intención mínima,148,0,1
LD00000491,JR0003506,PR003139,SS00005214,2025-12-13 22:33:57,web_form,contact_request,Ahorro voluntario,converted_to_registration,75.79,qualified,Cumple score e intención mínima,173,0,1
LD00000492,JR0003508,PR003141,SS00005218,2025-03-07 23:54:28,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,78.48,qualified,Cumple score e intención mínima,264,0,1
LD00000493,JR0003512,PR003144,SS00005225,2025-09-29 15:20:55,lead_ad,contact_request,Ahorro voluntario,nurtured,100.0,qualified,Cumple score e intención mínima,454,0,1
LD00000494,JR0003519,PR003150,SS00005235,2025-07-18 05:52:15,partner_form,simulator_capture,Cambio / registro Afore,converted_to_registration,78.64,qualified,Cumple score e intención mínima,149,0,1
LD00000495,JR0003546,PR003176,SS00005276,2025-03-21 05:05:33,web_form,simulator_capture,Ahorro voluntario,nurtured,75.62,qualified,Cumple score e intención mínima,88,0,1
