registration_id,journey_id,prospect_id,lead_id,registration_started_ts,registration_completed_ts,registration_status,step_reached,document_upload_flag,kyc_validation_flag,biometric_validation_flag,rejection_reason,abandonment_reason
RG00000407,JR0006413,PR005728,LD00000847,2025-04-25 03:36:29,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00000408,JR0006418,PR005732,LD00000848,2025-11-19 21:40:54,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000409,JR0006421,PR005734,LD00000849,2025-07-15 08:39:53,2025-07-15 17:29:53,completed,confirmation,1,1,1,,
RG00000410,JR0006422,PR005734,LD00000850,2025-08-19 17:47:53,,abandoned,kyc,1,1,0,,Tiempo de espera alto
RG00000411,JR0006445,PR005754,LD00000852,2025-07-26 12:22:19,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00000412,JR0006448,PR005757,LD00000853,2025-02-04 17:06:59,2025-02-06 09:28:59,completed,confirmation,1,1,1,,
RG00000413,JR0006452,PR005761,LD00000854,2025-04-13 13:55:33,,abandoned,personal_data,1,1,0,,Tiempo de espera alto
RG00000414,JR0006453,PR005761,LD00000855,2025-04-22 16:44:47,2025-04-23 11:25:47,completed,confirmation,1,1,1,,
RG00000415,JR0006456,PR005764,LD00000856,2025-08-08 12:43:24,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000416,JR0006465,PR005772,LD00000859,2025-09-06 07:55:52,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000417,JR0006471,PR005778,LD00000861,2025-05-31 09:51:43,2025-06-01 12:26:43,completed,confirmation,1,1,1,,
RG00000418,JR0006484,PR005791,LD00000862,2025-08-18 15:29:01,2025-08-18 17:36:01,completed,confirmation,1,1,1,,
RG00000419,JR0006503,PR005809,LD00000864,2025-04-06 16:11:37,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000420,JR0006504,PR005809,LD00000865,2025-05-29 14:50:14,2025-05-29 22:32:14,completed,confirmation,1,1,1,,
RG00000421,JR0006509,PR005813,LD00000866,2025-06-20 05:10:46,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000422,JR0006510,PR005814,LD00000867,2025-12-02 07:39:20,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000423,JR0006513,PR005817,LD00000869,2025-01-27 03:51:16,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000424,JR0006515,PR005819,LD00000870,2025-07-19 22:53:08,2025-07-20 20:41:08,completed,confirmation,1,1,1,,
RG00000425,JR0006525,PR005827,LD00000871,2025-08-12 09:25:36,2025-08-13 09:01:36,completed,confirmation,1,1,1,,
RG00000426,JR0006540,PR005840,LD00000874,2025-10-19 19:30:39,2025-10-22 05:53:39,completed,confirmation,1,1,1,,
RG00000427,JR0006563,PR005861,LD00000876,2025-11-04 12:55:37,2025-11-04 15:16:37,completed,confirmation,1,1,1,,
RG00000428,JR0006565,PR005863,LD00000877,2025-04-21 20:39:30,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000429,JR0006609,PR005901,LD00000880,2025-04-13 19:45:20,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000430,JR0006651,PR005938,LD00000884,2025-08-02 12:35:10,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00000431,JR0006652,PR005939,LD00000885,2025-05-01 21:00:24,,abandoned,personal_data,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000432,JR0006698,PR005979,LD00000891,2025-03-10 12:29:40,2025-03-11 08:31:40,completed,confirmation,1,1,1,,
RG00000433,JR0006711,PR005991,LD00000892,2025-05-29 04:29:03,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000434,JR0006718,PR005996,LD00000894,2025-05-30 07:53:45,2025-05-31 02:47:45,completed,confirmation,1,1,1,,
RG00000435,JR0006776,PR006050,LD00000899,2025-10-23 15:29:49,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000436,JR0006796,PR006070,LD00000900,2025-12-02 06:15:31,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000437,JR0006810,PR006084,LD00000902,2025-05-08 02:54:51,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000438,JR0006860,PR006128,LD00000907,2025-10-13 09:45:48,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00000439,JR0006880,PR006146,LD00000910,2025-10-09 05:59:15,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000440,JR0006883,PR006149,LD00000911,2025-05-01 20:11:39,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000441,JR0006895,PR006159,LD00000912,2025-11-06 20:39:07,,abandoned,biometric,1,1,0,,Tiempo de espera alto
RG00000442,JR0006910,PR006173,LD00000914,2025-07-23 00:46:21,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00000443,JR0006922,PR006184,LD00000915,2025-05-10 08:04:57,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000444,JR0006943,PR006203,LD00000917,2025-02-16 11:33:49,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000445,JR0006978,PR006233,LD00000923,2025-06-25 22:38:44,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000446,JR0006979,PR006233,LD00000924,2025-07-08 18:04:44,2025-07-08 23:42:44,completed,confirmation,1,1,1,,
RG00000447,JR0006987,PR006240,LD00000925,2025-08-06 00:26:04,,abandoned,kyc,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000448,JR0007024,PR006269,LD00000930,2025-11-13 08:35:17,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00000449,JR0007044,PR006286,LD00000933,2025-09-26 06:21:18,2025-09-26 10:23:18,completed,confirmation,1,1,1,,
RG00000450,JR0007069,PR006306,LD00000935,2025-06-20 13:35:11,,abandoned,documents,1,0,0,,Tiempo de espera alto
RG00000451,JR0007070,PR006307,LD00000936,2025-05-25 10:33:44,2025-05-25 21:59:44,completed,confirmation,1,1,1,,
RG00000452,JR0007076,PR006311,LD00000937,2025-06-19 14:49:41,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000453,JR0007095,PR006328,LD00000941,2025-09-24 08:22:52,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00000454,JR0007101,PR006334,LD00000942,2025-01-21 07:00:45,2025-01-24 03:36:45,completed,confirmation,1,1,1,,
RG00000455,JR0007148,PR006374,LD00000947,2025-06-07 23:08:42,2025-06-08 07:14:42,completed,confirmation,1,1,1,,
RG00000456,JR0007155,PR006380,LD00000949,2025-11-21 12:37:16,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000457,JR0007171,PR006391,LD00000950,2025-09-26 21:57:55,2025-09-27 07:14:55,completed,confirmation,1,1,1,,
RG00000458,JR0007183,PR006403,LD00000952,2025-04-12 01:27:22,,abandoned,documents,1,0,0,,Tiempo de espera alto
RG00000459,JR0007187,PR006407,LD00000953,2025-01-28 22:48:47,2025-01-29 12:51:47,completed,confirmation,1,1,1,,
RG00000460,JR0007190,PR006410,LD00000955,2025-11-12 08:20:47,,abandoned,biometric,1,1,0,,Tiempo de espera alto
RG00000461,JR0007192,PR006412,LD00000956,2025-04-20 01:10:40,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000462,JR0007207,PR006426,LD00000957,2025-07-30 16:55:21,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000463,JR0007230,PR006447,LD00000961,2025-05-19 16:08:32,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000464,JR0007253,PR006470,LD00000964,2025-06-25 09:27:33,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000465,JR0007265,PR006480,LD00000966,2025-10-01 16:58:13,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000466,JR0007279,PR006490,LD00000968,2025-08-19 13:41:15,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000467,JR0007298,PR006508,LD00000970,2025-07-07 22:30:53,2025-07-09 10:01:53,completed,confirmation,1,1,1,,
RG00000468,JR0007302,PR006511,LD00000972,2025-03-03 02:06:05,2025-03-05 01:09:05,completed,confirmation,1,1,1,,
RG00000469,JR0007303,PR006512,LD00000973,2025-04-30 08:28:10,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000470,JR0007307,PR006516,LD00000974,2025-05-07 16:39:13,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00000471,JR0007346,PR006550,LD00000979,2025-10-02 19:05:16,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00000472,JR0007359,PR006560,LD00000980,2025-08-13 10:38:24,,abandoned,biometric,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000473,JR0007365,PR006565,LD00000982,2025-05-28 18:25:30,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00000474,JR0007367,PR006567,LD00000984,2025-03-13 21:15:54,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000475,JR0007391,PR006589,LD00000986,2025-04-29 15:00:56,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000476,JR0007426,PR006621,LD00000990,2025-12-21 02:34:00,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000477,JR0007428,PR006623,LD00000991,2025-04-28 08:33:09,2025-04-29 10:31:09,completed,confirmation,1,1,1,,
RG00000478,JR0007430,PR006625,LD00000992,2025-08-17 02:32:12,,abandoned,personal_data,0,0,0,,Carga documental incompleta
RG00000479,JR0007435,PR006630,LD00000993,2025-10-28 19:29:37,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00000480,JR0007447,PR006641,LD00000994,2025-09-18 08:46:21,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000481,JR0007449,PR006642,LD00000995,2025-12-21 03:23:56,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00000482,JR0007454,PR006647,LD00000996,2025-07-28 04:38:31,2025-07-28 10:56:31,completed,confirmation,1,1,1,,
RG00000483,JR0007486,PR006677,LD00001003,2025-11-05 19:33:21,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000484,JR0007514,PR006705,LD00001008,2025-07-07 21:24:12,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000485,JR0007539,PR006727,LD00001010,2025-09-10 21:24:08,2025-09-11 01:23:08,completed,confirmation,1,1,1,,
RG00000486,JR0007551,PR006737,LD00001013,2025-05-22 01:43:53,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000487,JR0007563,PR006747,LD00001015,2025-05-28 19:00:37,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000488,JR0007612,PR006792,LD00001023,2025-12-14 07:53:12,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000489,JR0007618,PR006798,LD00001024,2025-01-23 12:41:56,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000490,JR0007621,PR006801,LD00001026,2025-06-29 08:04:21,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000491,JR0007623,PR006803,LD00001027,2025-07-09 21:06:26,,abandoned,documents,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000492,JR0007643,PR006821,LD00001028,2025-08-21 01:17:34,2025-08-22 15:40:34,completed,confirmation,1,1,1,,
RG00000493,JR0007645,PR006823,LD00001029,2025-09-16 09:04:59,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000494,JR0007659,PR006837,LD00001030,2025-06-03 14:10:17,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000495,JR0007668,PR006845,LD00001031,2025-09-24 05:08:42,2025-09-24 22:53:42,completed,confirmation,1,1,1,,
RG00000496,JR0007671,PR006848,LD00001032,2025-11-16 23:44:50,,abandoned,personal_data,1,1,0,,Tiempo de espera alto
RG00000497,JR0007680,PR006857,LD00001033,2025-08-01 10:06:26,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000498,JR0007724,PR006899,LD00001036,2025-05-06 10:52:22,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00000499,JR0007726,PR006900,LD00001037,2025-08-30 23:53:54,2025-09-01 02:22:54,completed,confirmation,1,1,1,,
RG00000500,JR0007747,PR006918,LD00001039,2025-08-06 04:44:07,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000501,JR0007758,PR006928,LD00001041,2025-02-13 17:42:31,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000502,JR0007763,PR006931,LD00001043,2025-05-26 17:41:07,2025-05-28 16:54:07,completed,confirmation,1,1,1,,
RG00000503,JR0007791,PR006958,LD00001044,2025-08-09 10:52:12,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00000504,JR0007804,PR006971,LD00001046,2025-11-19 15:01:46,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000505,JR0007827,PR006991,LD00001048,2025-02-23 07:33:35,2025-02-23 14:53:35,completed,confirmation,1,1,1,,
RG00000506,JR0007851,PR007012,LD00001052,2025-02-27 07:30:55,2025-02-28 06:24:55,completed,confirmation,1,1,1,,
RG00000507,JR0007853,PR007014,LD00001053,2025-06-21 11:20:59,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000508,JR0007857,PR007018,LD00001054,2025-06-03 05:58:30,2025-06-03 14:50:30,completed,confirmation,1,1,1,,
RG00000509,JR0007893,PR007049,LD00001059,2025-07-15 11:49:42,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000510,JR0007900,PR007054,LD00001060,2025-12-22 17:00:14,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000511,JR0007941,PR007090,LD00001065,2025-12-20 07:56:25,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000512,JR0007948,PR007096,LD00001066,2025-04-20 02:18:27,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000513,JR0007951,PR007098,LD00001067,2025-08-20 04:03:55,2025-08-21 01:57:55,completed,confirmation,1,1,1,,
RG00000514,JR0007960,PR007107,LD00001068,2025-09-25 16:45:00,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000515,JR0007969,PR007115,LD00001070,2025-05-26 21:23:06,2025-05-28 01:40:06,completed,confirmation,1,1,1,,
RG00000516,JR0007975,PR007120,LD00001072,2025-11-09 15:58:52,2025-11-10 03:28:52,completed,confirmation,1,1,1,,
RG00000517,JR0007979,PR007124,LD00001073,2025-06-14 11:09:54,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000518,JR0007985,PR007130,LD00001074,2025-09-27 11:44:20,,abandoned,personal_data,1,0,0,,Biometría no exitosa
RG00000519,JR0008013,PR007156,LD00001077,2025-04-01 13:11:02,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00000520,JR0008042,PR007180,LD00001082,2025-06-23 17:02:31,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000521,JR0008045,PR007183,LD00001083,2025-04-30 17:47:29,,abandoned,kyc,1,1,0,,Usuario salió del flujo
RG00000522,JR0008065,PR007200,LD00001085,2025-05-21 01:05:00,,abandoned,kyc,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000523,JR0008068,PR007203,LD00001086,2025-10-03 19:17:39,,abandoned,documents,1,1,0,,Biometría no exitosa
RG00000524,JR0008076,PR007209,LD00001087,2025-07-28 21:44:33,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000525,JR0008097,PR007227,LD00001090,2025-07-27 09:52:41,2025-07-27 19:28:41,completed,confirmation,1,1,1,,
RG00000526,JR0008112,PR007241,LD00001092,2025-02-23 10:42:34,,abandoned,personal_data,1,0,0,,Usuario salió del flujo
RG00000527,JR0008121,PR007249,LD00001093,2025-07-15 04:35:11,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000528,JR0008124,PR007251,LD00001094,2025-12-30 05:24:34,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000529,JR0008141,PR007266,LD00001095,2025-04-09 17:02:56,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000530,JR0008157,PR007280,LD00001096,2025-03-02 05:21:58,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000531,JR0008162,PR007284,LD00001097,2025-01-27 09:06:33,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000532,JR0008177,PR007297,LD00001098,2025-01-22 17:15:37,,abandoned,biometric,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000533,JR0008178,PR007297,LD00001099,2025-02-15 01:27:02,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000534,JR0008213,PR007329,LD00001103,2025-08-18 13:21:13,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000535,JR0008217,PR007333,LD00001105,2025-03-18 16:59:20,2025-03-19 07:32:20,completed,confirmation,1,1,1,,
RG00000536,JR0008221,PR007337,LD00001106,2025-05-27 20:51:24,,abandoned,documents,1,0,0,,Usuario salió del flujo
RG00000537,JR0008226,PR007342,LD00001107,2025-12-30 14:55:07,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000538,JR0008264,PR007375,LD00001112,2025-06-27 18:23:04,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00000539,JR0008276,PR007387,LD00001113,2025-06-21 23:04:43,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000540,JR0008278,PR007389,LD00001114,2025-07-09 02:15:32,2025-07-09 05:07:32,completed,confirmation,1,1,1,,
RG00000541,JR0008287,PR007398,LD00001117,2025-05-19 10:59:12,,abandoned,documents,1,1,0,,Biometría no exitosa
RG00000542,JR0008299,PR007408,LD00001119,2025-07-13 09:48:52,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00000543,JR0008348,PR007453,LD00001123,2025-08-02 17:56:00,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000544,JR0008367,PR007469,LD00001125,2025-07-26 13:38:25,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000545,JR0008377,PR007479,LD00001127,2025-04-23 08:54:51,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000546,JR0008379,PR007480,LD00001129,2025-04-21 08:24:23,,abandoned,documents,1,1,1,,Usuario salió del flujo
RG00000547,JR0008425,PR007520,LD00001131,2025-06-02 12:46:49,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000548,JR0008438,PR007531,LD00001134,2025-09-10 23:10:28,,abandoned,documents,1,1,0,,Usuario salió del flujo
RG00000549,JR0008450,PR007543,LD00001135,2025-02-03 18:37:22,2025-02-04 09:04:22,completed,confirmation,1,1,1,,
RG00000550,JR0008469,PR007558,LD00001137,2025-07-19 08:37:09,2025-07-21 08:05:09,completed,confirmation,1,1,1,,
RG00000551,JR0008470,PR007558,LD00001138,2025-09-01 14:21:51,2025-09-01 22:04:51,completed,confirmation,1,1,1,,
RG00000552,JR0008487,PR007572,LD00001139,2025-03-05 06:01:11,,abandoned,biometric,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000553,JR0008513,PR007595,LD00001144,2025-06-08 11:56:30,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000554,JR0008519,PR007600,LD00001145,2025-03-15 20:30:45,,abandoned,documents,0,0,0,,Carga documental incompleta
RG00000555,JR0008528,PR007607,LD00001146,2025-05-04 06:02:00,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000556,JR0008543,PR007621,LD00001148,2025-05-27 01:12:55,2025-05-27 21:30:55,completed,confirmation,1,1,1,,
RG00000557,JR0008545,PR007623,LD00001149,2025-02-21 04:46:48,2025-02-21 06:06:48,completed,confirmation,1,1,1,,
RG00000558,JR0008551,PR007628,LD00001150,2025-03-25 23:02:34,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00000559,JR0008554,PR007631,LD00001151,2025-06-21 07:36:55,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00000560,JR0008559,PR007635,LD00001152,2025-02-15 14:15:45,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00000561,JR0008581,PR007656,LD00001154,2025-08-18 07:52:29,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000562,JR0008598,PR007671,LD00001156,2025-06-26 00:06:45,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00000563,JR0008608,PR007681,LD00001157,2025-03-07 19:31:50,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000564,JR0008672,PR007739,LD00001163,2025-09-16 08:36:16,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000565,JR0008676,PR007743,LD00001164,2025-01-26 06:38:23,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000566,JR0008677,PR007744,LD00001165,2025-08-11 23:46:57,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000567,JR0008696,PR007758,LD00001166,2025-05-20 09:27:42,2025-05-22 08:27:42,completed,confirmation,1,1,1,,
RG00000568,JR0008712,PR007773,LD00001167,2025-11-04 12:46:53,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00000569,JR0008714,PR007775,LD00001168,2025-05-14 13:20:52,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00000570,JR0008717,PR007778,LD00001169,2025-11-27 11:36:10,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000571,JR0008719,PR007780,LD00001170,2025-07-05 07:02:22,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00000572,JR0008724,PR007784,LD00001171,2025-10-19 00:53:47,2025-10-21 06:53:47,completed,confirmation,1,1,1,,
RG00000573,JR0008733,PR007791,LD00001174,2025-06-15 18:22:00,2025-06-16 08:23:00,completed,confirmation,1,1,1,,
RG00000574,JR0008734,PR007791,LD00001175,2025-09-22 21:58:45,2025-09-23 22:52:45,completed,confirmation,1,1,1,,
RG00000575,JR0008799,PR007848,LD00001182,2025-02-24 23:20:17,2025-02-25 10:45:17,completed,confirmation,1,1,1,,
RG00000576,JR0008805,PR007853,LD00001184,2025-04-01 17:20:20,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000577,JR0008838,PR007880,LD00001188,2025-06-21 06:29:34,2025-06-21 13:58:34,completed,confirmation,1,1,1,,
RG00000578,JR0008853,PR007893,LD00001191,2025-12-10 18:02:42,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000579,JR0008854,PR007893,LD00001192,2026-01-02 02:04:00,2026-01-02 11:46:00,completed,confirmation,1,1,1,,
RG00000580,JR0008859,PR007898,LD00001193,2025-09-25 15:05:33,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00000581,JR0008900,PR007932,LD00001200,2025-06-22 00:18:11,2025-06-22 11:16:11,completed,confirmation,1,1,1,,
RG00000582,JR0008912,PR007943,LD00001202,2025-01-31 05:21:21,2025-02-01 05:06:21,completed,confirmation,1,1,1,,
RG00000583,JR0008921,PR007950,LD00001204,2025-03-17 16:20:17,2025-03-18 00:39:17,completed,confirmation,1,1,1,,
RG00000584,JR0008939,PR007964,LD00001206,2025-04-25 16:20:02,2025-04-26 22:08:02,completed,confirmation,1,1,1,,
RG00000585,JR0008965,PR007988,LD00001210,2025-10-14 18:29:06,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000586,JR0008968,PR007991,LD00001211,2025-05-21 06:26:33,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000587,JR0008971,PR007994,LD00001212,2025-03-31 08:38:22,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000588,JR0008984,PR008004,LD00001213,2025-03-31 17:16:46,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000589,JR0008999,PR008017,LD00001214,2025-04-23 05:01:07,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000590,JR0009050,PR008060,LD00001220,2025-10-05 06:20:49,2025-10-09 19:27:49,completed,confirmation,1,1,1,,
RG00000591,JR0009052,PR008062,LD00001221,2025-02-27 07:16:25,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000592,JR0009055,PR008065,LD00001222,2025-07-30 10:07:14,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00000593,JR0009076,PR008085,LD00001224,2025-08-10 03:01:06,2025-08-10 05:52:06,completed,confirmation,1,1,1,,
RG00000594,JR0009094,PR008103,LD00001227,2025-02-28 21:19:16,2025-03-02 11:55:16,completed,confirmation,1,1,1,,
RG00000595,JR0009100,PR008107,LD00001228,2025-07-15 03:11:43,2025-07-15 16:54:43,completed,confirmation,1,1,1,,
RG00000596,JR0009132,PR008136,LD00001234,2025-05-24 16:06:46,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000597,JR0009158,PR008158,LD00001237,2025-10-18 02:14:49,,abandoned,documents,1,0,0,,Tiempo de espera alto
RG00000598,JR0009228,PR008218,LD00001242,2025-09-11 21:44:53,,abandoned,biometric,0,0,0,,Usuario salió del flujo
RG00000599,JR0009233,PR008222,LD00001245,2025-09-06 00:27:44,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000600,JR0009274,PR008259,LD00001249,2025-10-23 16:21:48,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00000601,JR0009300,PR008281,LD00001254,2025-07-12 00:43:40,2025-07-12 16:23:40,completed,confirmation,1,1,1,,
RG00000602,JR0009303,PR008283,LD00001255,2025-05-04 01:22:40,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000603,JR0009362,PR008337,LD00001262,2025-07-02 15:38:56,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000604,JR0009385,PR008355,LD00001265,2025-06-29 05:30:56,2025-06-29 12:33:56,completed,confirmation,1,1,1,,
RG00000605,JR0009389,PR008358,LD00001266,2025-11-07 20:43:41,,abandoned,kyc,1,1,0,,Biometría no exitosa
RG00000606,JR0009390,PR008358,LD00001267,2025-11-09 14:02:41,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000607,JR0009400,PR008366,LD00001269,2025-10-03 02:34:00,2025-10-04 18:29:00,completed,confirmation,1,1,1,,
RG00000608,JR0009418,PR008381,LD00001271,2025-09-14 00:53:21,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000609,JR0009425,PR008388,LD00001272,2025-04-09 18:28:07,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000610,JR0009431,PR008394,LD00001273,2025-03-24 20:10:49,2025-03-25 16:36:49,completed,confirmation,1,1,1,,
RG00000611,JR0009438,PR008400,LD00001274,2025-06-28 01:02:12,2025-06-28 07:37:12,completed,confirmation,1,1,1,,
RG00000612,JR0009464,PR008425,LD00001275,2025-03-21 17:02:44,2025-03-21 19:28:44,completed,confirmation,1,1,1,,
RG00000613,JR0009465,PR008425,LD00001276,2025-05-04 11:53:25,2025-05-05 18:21:25,completed,confirmation,1,1,1,,
RG00000614,JR0009466,PR008426,LD00001277,2025-03-03 10:24:40,2025-03-04 14:16:40,completed,confirmation,1,1,1,,
RG00000615,JR0009550,PR008501,LD00001285,2025-03-14 03:32:52,2025-03-14 21:31:52,completed,confirmation,1,1,1,,
RG00000616,JR0009581,PR008529,LD00001286,2025-04-08 07:31:51,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00000617,JR0009588,PR008535,LD00001287,2025-09-11 09:46:22,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000618,JR0009598,PR008545,LD00001288,2025-10-26 11:53:10,2025-10-28 00:03:10,completed,confirmation,1,1,1,,
RG00000619,JR0009604,PR008551,LD00001289,2025-06-24 03:06:13,,abandoned,kyc,1,1,0,,Carga documental incompleta
RG00000620,JR0009632,PR008576,LD00001291,2025-09-07 07:20:49,2025-09-09 06:36:49,completed,confirmation,1,1,1,,
