journey_id,anonymous_visitor_id,prospect_id,primary_campaign_id,primary_channel_id,first_device_id,attribution_model,journey_start_ts,journey_end_ts,current_stage_id,is_closed
JR0002374,AV000002374,PR002123,CP001,CH001,DV002,last_non_direct,2025-05-08 19:22:31,2025-05-08 21:11:31,ST02,1
JR0002375,AV000002375,PR002124,CP006,CH002,DV005,position_based,2025-09-30 17:03:40,2025-09-30 18:42:40,ST02,1
JR0002376,AV000002376,PR002125,CP001,CH001,DV007,last_non_direct,2025-05-01 18:47:27,2025-05-01 19:21:27,ST02,1
JR0002377,AV000002377,PR002126,CP005,CH002,DV001,position_based,2025-04-01 10:45:59,2025-04-01 11:21:59,ST01,1
JR0002378,AV000002378,PR002127,CP008,CH003,DV003,last_non_direct,2025-09-29 07:47:07,2025-09-29 10:54:07,ST02,1
JR0002379,AV000002379,PR002128,CP009,CH003,DV003,position_based,2025-10-05 05:14:29,2025-10-05 07:24:29,ST02,1
JR0002380,AV000002380,PR002129,CP008,CH003,DV003,position_based,2025-08-21 01:38:10,2025-08-21 16:03:10,ST04,1
JR0002381,AV000002381,PR002130,CP006,CH002,DV002,last_non_direct,2025-07-15 21:15:37,2025-07-16 02:12:37,ST03,1
JR0002382,AV000002382,PR002131,CP008,CH003,DV006,last_non_direct,2025-05-23 13:58:50,2025-05-23 15:50:50,ST01,1
JR0002383,AV000002383,PR002131,CP006,CH002,DV002,first_touch,2025-06-13 14:58:50,2025-06-13 16:33:50,ST02,1
JR0002384,AV000002384,PR002132,CP006,CH002,DV005,first_touch,2025-09-11 18:03:20,2025-09-11 18:37:20,ST02,1
JR0002385,AV000002385,PR002133,CP013,CH005,DV001,first_touch,2025-10-12 04:16:25,2025-10-12 06:11:25,ST01,1
JR0002386,AV000002386,PR002134,CP001,CH001,DV001,last_non_direct,2025-06-24 06:50:42,2025-06-24 08:00:42,ST02,1
JR0002387,AV000002387,PR002135,CP016,CH007,DV004,last_non_direct,2025-06-07 13:57:37,2025-06-07 15:57:37,ST02,1
JR0002388,AV000002388,PR002136,CP003,CH001,DV003,last_non_direct,2025-02-16 14:28:01,2025-02-16 16:16:01,ST01,1
JR0002389,AV000002389,PR002137,CP007,CH003,DV001,last_non_direct,2025-12-14 07:24:50,2025-12-14 09:04:50,ST01,1
JR0002390,AV000002390,PR002138,CP005,CH002,DV008,last_non_direct,2025-07-02 04:30:55,2025-07-02 05:02:55,ST01,1
JR0002391,AV000002391,PR002138,CP016,CH007,DV003,last_non_direct,2025-09-06 18:05:48,2025-09-06 22:05:48,ST03,1
JR0002392,AV000002392,PR002139,CP002,CH001,DV003,last_non_direct,2025-08-13 21:05:26,2025-08-14 13:26:26,ST03,1
JR0002393,AV000002393,PR002140,CP004,CH001,DV002,last_non_direct,2025-04-11 22:07:25,2025-04-11 23:16:25,ST02,1
JR0002394,AV000002394,PR002141,CP002,CH001,DV001,first_touch,2025-09-07 05:14:55,2025-09-07 16:18:55,ST04,1
JR0002395,AV000002395,PR002142,CP008,CH003,DV001,last_non_direct,2025-04-15 16:32:07,2025-04-15 17:39:07,ST01,1
JR0002396,AV000002396,PR002143,CP006,CH002,DV002,last_non_direct,2025-05-25 20:40:27,2025-05-25 21:23:27,ST02,1
JR0002397,AV000002397,PR002144,CP004,CH001,DV007,last_non_direct,2025-10-09 11:03:05,2025-10-09 12:44:05,ST01,1
JR0002398,AV000002398,PR002145,CP003,CH001,DV003,last_non_direct,2025-05-31 07:12:30,2025-05-31 08:38:30,ST02,1
JR0002399,AV000002399,PR002146,CP001,CH001,DV002,last_non_direct,2025-05-05 19:36:58,2025-05-05 21:38:58,ST02,1
JR0002400,AV000002400,PR002146,CP001,CH001,DV001,last_non_direct,2025-05-27 02:36:58,2025-05-27 05:10:58,ST02,1
JR0002401,AV000002401,PR002147,CP008,CH003,DV003,position_based,2025-08-09 09:07:51,2025-08-09 14:29:51,ST03,1
JR0002402,AV000002402,PR002148,CP002,CH001,DV002,last_non_direct,2025-10-21 20:23:22,2025-10-21 22:30:22,ST02,1
JR0002403,AV000002403,PR002149,CP017,CH007,DV001,last_non_direct,2025-09-26 16:38:53,2025-09-26 17:17:53,ST01,1
JR0002404,AV000002404,PR002150,CP007,CH003,DV002,last_non_direct,2025-03-31 07:03:56,2025-03-31 08:13:56,ST01,1
JR0002405,AV000002405,PR002151,CP015,CH006,DV001,last_non_direct,2025-06-14 00:38:42,2025-06-14 01:21:42,ST02,1
JR0002406,AV000002406,PR002152,CP014,CH006,DV007,first_touch,2025-07-14 10:43:02,2025-07-14 12:33:02,ST02,1
JR0002407,AV000002407,PR002153,CP003,CH001,DV004,first_touch,2025-07-09 04:03:20,2025-07-09 04:27:20,ST02,1
JR0002408,AV000002408,PR002153,CP013,CH005,DV002,last_non_direct,2025-10-21 23:07:38,2025-10-22 00:09:38,ST02,1
JR0002409,AV000002409,PR002154,CP006,CH002,DV003,position_based,2025-07-20 10:46:25,2025-07-20 11:55:25,ST02,1
JR0002410,AV000002410,PR002154,CP002,CH001,DV004,last_non_direct,2025-07-24 03:51:47,2025-07-24 05:12:47,ST02,1
JR0002411,AV000002411,PR002155,CP016,CH007,DV002,last_non_direct,2025-05-08 19:23:53,2025-05-08 21:45:53,ST02,1
JR0002412,AV000002412,PR002156,CP011,CH004,DV003,first_touch,2025-03-16 19:13:49,2025-03-16 20:06:49,ST01,1
JR0002413,AV000002413,PR002157,CP008,CH003,DV003,last_non_direct,2025-10-21 18:44:58,2025-10-22 00:59:58,ST04,1
JR0002414,AV000002414,PR002158,CP003,CH001,DV001,last_non_direct,2025-07-31 07:36:31,2025-07-31 09:18:31,ST02,1
JR0002415,AV000002415,PR002159,CP006,CH002,DV004,last_non_direct,2025-06-19 21:07:24,2025-06-19 23:03:24,ST02,1
JR0002416,AV000002416,PR002159,CP008,CH003,DV001,last_non_direct,2025-08-03 22:07:24,2025-08-03 22:44:24,ST02,1
JR0002417,AV000002417,PR002160,CP004,CH001,DV003,last_non_direct,2025-10-13 18:05:04,2025-10-13 19:48:04,ST02,1
JR0002418,AV000002418,PR002161,CP002,CH001,DV002,last_non_direct,2025-11-25 15:05:04,2025-11-25 15:29:04,ST02,1
JR0002419,AV000002419,PR002161,CP010,CH004,DV001,first_touch,2025-12-23 22:51:23,2025-12-24 00:11:23,ST02,1
JR0002420,AV000002420,PR002162,CP016,CH007,DV001,last_non_direct,2025-12-13 00:03:25,2025-12-13 00:39:25,ST01,1
JR0002421,AV000002421,PR002163,CP009,CH003,DV002,last_non_direct,2025-03-17 06:22:28,2025-03-17 08:21:28,ST01,1
JR0002422,AV000002422,PR002164,CP015,CH006,DV002,position_based,2025-04-29 10:11:37,2025-04-29 11:44:37,ST02,1
JR0002423,AV000002423,PR002165,CP002,CH001,DV003,last_non_direct,2025-03-07 21:29:06,2025-03-07 23:02:06,ST01,1
JR0002424,AV000002424,PR002166,CP010,CH004,DV008,position_based,2025-10-02 10:04:19,2025-10-02 10:30:19,ST01,1
JR0002425,AV000002425,PR002167,CP003,CH001,DV001,last_non_direct,2025-04-07 05:19:09,2025-04-09 02:09:09,ST06,1
JR0002426,AV000002426,PR002168,CP018,CH008,DV007,last_non_direct,2025-02-18 22:11:42,2025-02-18 23:45:42,ST02,1
JR0002427,AV000002427,PR002169,CP016,CH007,DV001,position_based,2025-07-14 00:59:57,2025-07-14 02:40:57,ST02,1
JR0002428,AV000002428,PR002170,CP002,CH001,DV001,last_non_direct,2025-12-28 10:11:58,2025-12-28 10:47:58,ST02,1
JR0002429,AV000002429,PR002171,CP008,CH003,DV001,position_based,2025-06-06 23:43:41,2025-06-07 02:25:41,ST02,1
JR0002430,AV000002430,PR002172,CP016,CH007,DV006,last_non_direct,2025-08-07 08:15:19,2025-08-07 08:54:19,ST02,1
JR0002431,AV000002431,PR002173,CP006,CH002,DV001,position_based,2025-07-24 17:04:46,2025-07-24 18:40:46,ST01,1
JR0002432,AV000002432,PR002174,CP006,CH002,DV001,position_based,2025-07-24 20:40:45,2025-07-24 21:42:45,ST02,1
JR0002433,AV000002433,PR002175,CP002,CH001,DV005,last_non_direct,2025-11-30 10:23:58,2025-11-30 10:37:58,ST01,1
JR0002434,AV000002434,PR002176,CP002,CH001,DV002,last_non_direct,2025-11-25 02:04:06,2025-11-25 02:44:06,ST01,1
JR0002435,AV000002435,PR002177,CP005,CH002,DV004,last_non_direct,2025-03-28 15:12:41,2025-03-28 17:39:41,ST02,1
JR0002436,AV000002436,PR002178,CP010,CH004,DV001,first_touch,2025-05-13 20:49:56,2025-05-13 21:33:56,ST01,1
JR0002437,AV000002437,PR002179,CP009,CH003,DV008,first_touch,2025-02-11 08:13:46,2025-02-11 09:26:46,ST02,1
JR0002438,AV000002438,PR002180,CP003,CH001,DV001,first_touch,2025-07-19 08:53:10,2025-07-19 10:38:10,ST02,1
JR0002439,AV000002439,PR002181,CP001,CH001,DV005,last_non_direct,2025-09-13 19:32:32,2025-09-14 10:22:32,ST04,1
JR0002440,AV000002440,PR002182,CP018,CH008,DV002,last_non_direct,2025-03-13 04:51:46,2025-03-13 05:32:46,ST02,1
JR0002441,AV000002441,PR002183,CP007,CH003,DV006,last_non_direct,2025-06-05 01:40:37,2025-06-05 03:08:37,ST02,1
JR0002442,AV000002442,PR002184,CP001,CH001,DV003,last_non_direct,2025-08-18 05:27:47,2025-08-18 07:38:47,ST02,1
JR0002443,AV000002443,PR002185,CP013,CH005,DV001,last_non_direct,2025-04-17 13:34:00,2025-04-17 15:13:00,ST02,1
JR0002444,AV000002444,PR002185,CP016,CH007,DV001,last_non_direct,2025-04-24 13:50:20,2025-04-24 15:19:20,ST02,1
JR0002445,AV000002445,PR002186,CP006,CH002,DV002,position_based,2025-06-13 18:35:46,2025-06-13 19:31:46,ST02,1
JR0002446,AV000002446,PR002187,CP018,CH008,DV001,position_based,2025-01-23 06:14:10,2025-01-23 08:11:10,ST02,1
JR0002447,AV000002447,PR002188,CP001,CH001,DV001,last_non_direct,2025-11-15 09:49:35,2025-11-15 09:56:35,ST01,1
JR0002448,AV000002448,PR002189,CP002,CH001,DV006,position_based,2025-04-23 06:51:28,2025-04-26 02:19:28,ST06,1
JR0002449,AV000002449,PR002190,CP015,CH006,DV002,last_non_direct,2025-06-25 10:00:30,2025-06-25 10:44:30,ST01,1
JR0002450,AV000002450,PR002191,CP012,CH005,DV001,last_non_direct,2025-03-22 03:42:03,2025-03-22 05:18:03,ST01,1
JR0002451,AV000002451,PR002192,CP014,CH006,DV003,last_non_direct,2025-08-09 00:04:29,2025-08-09 04:31:29,ST03,1
JR0002452,AV000002452,PR002193,CP007,CH003,DV002,first_touch,2025-12-19 18:31:58,2025-12-19 19:20:58,ST02,1
JR0002453,AV000002453,PR002194,CP011,CH004,DV001,last_non_direct,2025-09-09 05:10:50,2025-09-09 06:37:50,ST02,1
JR0002454,AV000002454,PR002195,CP003,CH001,DV001,last_non_direct,2025-04-19 15:46:24,2025-04-19 16:27:24,ST02,1
JR0002455,AV000002455,PR002196,CP001,CH001,DV001,first_touch,2025-05-13 03:26:09,2025-05-13 04:49:09,ST02,1
JR0002456,AV000002456,PR002197,CP001,CH001,DV003,last_non_direct,2025-11-02 07:23:56,2025-11-02 08:35:56,ST02,1
JR0002457,AV000002457,PR002197,CP002,CH001,DV004,last_non_direct,2025-12-03 13:23:56,2025-12-03 14:06:56,ST01,1
JR0002458,AV000002458,PR002198,CP004,CH001,DV003,position_based,2025-03-09 19:30:57,2025-03-09 21:20:57,ST02,1
JR0002459,AV000002459,PR002199,CP016,CH007,DV001,position_based,2025-11-30 00:19:28,2025-11-30 02:10:28,ST01,1
JR0002460,AV000002460,PR002200,CP016,CH007,DV003,last_non_direct,2025-06-12 20:25:24,2025-06-12 22:19:24,ST02,1
JR0002461,AV000002461,PR002201,CP006,CH002,DV002,position_based,2025-06-21 15:21:41,2025-06-21 16:35:41,ST02,1
JR0002462,AV000002462,PR002202,CP002,CH001,DV001,last_non_direct,2025-12-04 09:00:55,2025-12-05 11:56:55,ST04,1
JR0002463,AV000002463,PR002203,CP003,CH001,DV001,first_touch,2025-02-18 10:16:40,2025-02-18 10:26:40,ST01,1
JR0002464,AV000002464,PR002203,CP004,CH001,DV006,last_non_direct,2025-05-14 23:54:58,2025-05-15 01:32:58,ST01,1
JR0002465,AV000002465,PR002204,CP002,CH001,DV003,last_non_direct,2025-07-29 18:31:54,2025-07-30 01:43:54,ST05,1
JR0002466,AV000002466,PR002205,CP011,CH004,DV001,first_touch,2025-06-01 02:42:15,2025-06-01 02:53:15,ST01,1
JR0002467,AV000002467,PR002206,CP007,CH003,DV006,last_non_direct,2025-12-17 09:17:28,2025-12-17 10:33:28,ST02,1
JR0002468,AV000002468,PR002207,CP007,CH003,DV004,last_non_direct,2025-04-27 22:45:55,2025-04-27 23:25:55,ST02,1
JR0002469,AV000002469,PR002208,CP002,CH001,DV001,last_non_direct,2025-12-02 10:07:29,2025-12-02 10:59:29,ST02,1
JR0002470,AV000002470,PR002209,CP007,CH003,DV005,last_non_direct,2025-09-12 07:46:23,2025-09-12 09:09:23,ST01,1
JR0002471,AV000002471,PR002210,CP003,CH001,DV003,first_touch,2025-06-07 06:34:14,2025-06-07 15:42:14,ST03,1
JR0002472,AV000002472,PR002211,CP001,CH001,DV005,last_non_direct,2025-07-19 00:20:32,2025-07-27 10:01:32,ST08,1
JR0002473,AV000002473,PR002212,CP011,CH004,DV003,last_non_direct,2025-02-21 06:43:02,2025-02-21 08:30:02,ST02,1
JR0002474,AV000002474,PR002213,CP004,CH001,DV006,first_touch,2025-10-29 00:32:51,2025-10-29 02:24:51,ST02,1
JR0002475,AV000002475,PR002214,CP001,CH001,DV002,position_based,2025-02-11 09:26:06,2025-02-11 11:04:06,ST01,1
JR0002476,AV000002476,PR002215,CP001,CH001,DV003,position_based,2025-03-02 01:31:28,2025-03-02 02:31:28,ST01,1
JR0002477,AV000002477,PR002216,CP002,CH001,DV001,first_touch,2025-05-14 05:25:12,2025-05-14 08:13:12,ST02,1
JR0002478,AV000002478,PR002217,CP010,CH004,DV001,position_based,2025-08-06 08:51:27,2025-08-06 11:02:27,ST02,1
JR0002479,AV000002479,PR002218,CP007,CH003,DV001,first_touch,2025-04-26 02:44:10,2025-04-26 03:43:10,ST02,1
JR0002480,AV000002480,PR002219,CP008,CH003,DV004,last_non_direct,2025-03-07 19:20:53,2025-03-07 20:37:53,ST01,1
JR0002481,AV000002481,PR002220,CP002,CH001,DV001,last_non_direct,2025-04-22 01:26:57,2025-04-22 02:16:57,ST01,1
JR0002482,AV000002482,PR002221,CP010,CH004,DV004,position_based,2025-05-15 04:49:40,2025-05-15 06:31:40,ST02,1
JR0002483,AV000002483,PR002222,CP002,CH001,DV008,last_non_direct,2025-08-01 08:05:57,2025-08-01 08:46:57,ST02,1
JR0002484,AV000002484,PR002223,CP012,CH005,DV001,position_based,2025-10-03 20:44:29,2025-10-03 22:18:29,ST01,1
JR0002485,AV000002485,PR002224,CP016,CH007,DV005,first_touch,2025-12-02 02:51:05,2025-12-02 20:37:05,ST06,1
JR0002486,AV000002486,PR002224,CP008,CH003,DV001,first_touch,2025-12-28 05:51:05,2025-12-29 03:13:05,ST05,0
JR0002487,AV000002487,PR002225,CP008,CH003,DV001,last_non_direct,2025-09-11 14:25:18,2025-09-11 15:18:18,ST01,1
JR0002488,AV000002488,PR002226,CP005,CH002,DV007,last_non_direct,2025-07-17 09:10:24,2025-07-17 18:55:24,ST04,1
JR0002489,AV000002489,PR002227,CP014,CH006,DV008,last_non_direct,2025-03-17 23:30:53,2025-03-18 01:39:53,ST02,1
JR0002490,AV000002490,PR002228,CP003,CH001,DV001,last_non_direct,2025-06-22 18:25:45,2025-06-23 06:36:45,ST04,1
JR0002491,AV000002491,PR002229,CP007,CH003,DV005,first_touch,2025-11-28 01:55:23,2025-11-28 02:47:23,ST02,1
JR0002492,AV000002492,PR002229,CP002,CH001,DV007,position_based,2025-12-31 23:00:00,2026-01-01 22:36:00,ST05,0
JR0002493,AV000002493,PR002230,CP007,CH003,DV005,last_non_direct,2025-10-26 23:47:49,2025-10-27 00:46:49,ST02,1
JR0002494,AV000002494,PR002231,CP001,CH001,DV002,first_touch,2025-02-19 12:16:23,2025-02-19 14:17:23,ST02,1
JR0002495,AV000002495,PR002232,CP006,CH002,DV008,position_based,2025-07-24 20:40:27,2025-07-24 22:54:27,ST02,1
JR0002496,AV000002496,PR002233,CP015,CH006,DV002,first_touch,2025-02-27 20:08:07,2025-02-27 21:01:07,ST01,1
JR0002497,AV000002497,PR002234,CP005,CH002,DV005,last_non_direct,2025-06-27 04:16:42,2025-06-27 04:54:42,ST01,1
JR0002498,AV000002498,PR002235,CP005,CH002,DV006,last_non_direct,2025-06-12 16:37:31,2025-06-12 18:02:31,ST02,1
JR0002499,AV000002499,PR002235,CP002,CH001,DV001,first_touch,2025-06-22 23:37:31,2025-06-23 00:40:31,ST01,1
JR0002500,AV000002500,PR002236,CP010,CH004,DV001,position_based,2025-07-26 20:40:59,2025-07-26 23:08:59,ST02,1
JR0002501,AV000002501,PR002237,CP006,CH002,DV003,last_non_direct,2025-10-16 19:07:19,2025-10-16 21:19:19,ST02,1
JR0002502,AV000002502,PR002238,CP006,CH002,DV001,last_non_direct,2025-09-25 11:41:55,2025-09-25 12:06:55,ST02,1
JR0002503,AV000002503,PR002239,CP002,CH001,DV002,last_non_direct,2025-06-13 08:36:17,2025-06-13 10:07:17,ST02,1
JR0002504,AV000002504,PR002240,CP010,CH004,DV001,last_non_direct,2025-09-20 23:17:04,2025-09-20 23:50:04,ST01,1
JR0002505,AV000002505,PR002241,CP004,CH001,DV003,last_non_direct,2025-07-19 18:55:12,2025-07-19 21:03:12,ST02,1
JR0002506,AV000002506,PR002242,CP005,CH002,DV002,position_based,2025-07-07 02:29:31,2025-07-07 02:55:31,ST02,1
JR0002507,AV000002507,PR002243,CP016,CH007,DV001,last_non_direct,2025-06-26 03:56:21,2025-06-26 05:35:21,ST02,1
JR0002508,AV000002508,PR002244,CP008,CH003,DV006,position_based,2025-09-15 23:40:49,2025-09-16 00:39:49,ST02,1
JR0002509,AV000002509,PR002245,CP016,CH007,DV001,first_touch,2025-12-04 11:07:22,2025-12-04 11:50:22,ST02,1
JR0002510,AV000002510,PR002246,CP007,CH003,DV002,last_non_direct,2025-12-09 05:05:07,2025-12-09 05:33:07,ST01,1
JR0002511,AV000002511,PR002247,CP001,CH001,DV001,first_touch,2025-03-23 15:32:45,2025-03-24 05:00:45,ST04,1
JR0002512,AV000002512,PR002247,CP016,CH007,DV006,first_touch,2025-04-17 13:43:29,2025-04-17 18:17:29,ST03,1
JR0002513,AV000002513,PR002248,CP001,CH001,DV006,first_touch,2025-07-16 17:11:32,2025-07-16 18:53:32,ST02,1
JR0002514,AV000002514,PR002248,CP017,CH007,DV001,last_non_direct,2025-08-02 22:11:32,2025-08-02 23:47:32,ST02,1
JR0002515,AV000002515,PR002249,CP007,CH003,DV001,last_non_direct,2025-10-08 11:43:45,2025-10-08 12:42:45,ST02,1
JR0002516,AV000002516,PR002250,CP002,CH001,DV006,last_non_direct,2025-03-12 14:56:21,2025-03-12 17:09:21,ST02,1
JR0002517,AV000002517,PR002251,CP002,CH001,DV001,last_non_direct,2025-07-27 05:16:50,2025-07-27 05:56:50,ST02,1
JR0002518,AV000002518,PR002252,CP001,CH001,DV003,position_based,2025-09-23 18:57:05,2025-09-23 20:46:05,ST02,1
JR0002519,AV000002519,PR002253,CP012,CH005,DV002,last_non_direct,2025-06-14 14:13:16,2025-06-14 15:43:16,ST02,1
JR0002520,AV000002520,PR002254,CP010,CH004,DV001,last_non_direct,2025-12-07 01:05:24,2025-12-07 03:00:24,ST02,1
JR0002521,AV000002521,PR002255,CP007,CH003,DV001,position_based,2025-09-14 06:04:23,2025-09-14 08:00:23,ST02,1
JR0002522,AV000002522,PR002256,CP005,CH002,DV001,last_non_direct,2025-03-31 15:59:41,2025-03-31 17:13:41,ST02,1
JR0002523,AV000002523,PR002257,CP007,CH003,DV002,last_non_direct,2025-05-20 05:40:41,2025-05-20 06:18:41,ST02,1
JR0002524,AV000002524,PR002258,CP002,CH001,DV006,position_based,2025-06-21 22:01:26,2025-06-21 22:50:26,ST02,1
JR0002525,AV000002525,PR002259,CP009,CH003,DV006,first_touch,2025-04-17 11:14:24,2025-04-17 18:00:24,ST03,1
JR0002526,AV000002526,PR002260,CP012,CH005,DV002,last_non_direct,2025-10-02 08:25:55,2025-10-02 10:28:55,ST02,1
JR0002527,AV000002527,PR002261,CP010,CH004,DV001,last_non_direct,2025-08-16 04:51:03,2025-08-16 07:59:03,ST03,1
JR0002528,AV000002528,PR002262,CP017,CH007,DV008,last_non_direct,2025-08-19 03:33:24,2025-08-20 00:49:24,ST05,1
JR0002529,AV000002529,PR002263,CP013,CH005,DV003,first_touch,2025-08-07 12:57:28,2025-08-07 13:22:28,ST01,1
JR0002530,AV000002530,PR002264,CP006,CH002,DV001,last_non_direct,2025-04-01 05:06:50,2025-04-01 06:17:50,ST01,1
JR0002531,AV000002531,PR002265,CP008,CH003,DV003,last_non_direct,2025-07-14 09:32:23,2025-07-14 10:41:23,ST03,1
JR0002532,AV000002532,PR002266,CP005,CH002,DV007,last_non_direct,2025-04-21 19:28:26,2025-04-21 20:07:26,ST01,1
JR0002533,AV000002533,PR002267,CP005,CH002,DV002,position_based,2025-05-20 19:11:43,2025-05-20 20:37:43,ST01,1
JR0002534,AV000002534,PR002267,CP014,CH006,DV001,last_non_direct,2025-09-20 15:17:38,2025-09-20 15:42:38,ST01,1
JR0002535,AV000002535,PR002268,CP017,CH007,DV003,position_based,2025-03-24 19:02:38,2025-03-24 20:46:38,ST02,1
JR0002536,AV000002536,PR002269,CP006,CH002,DV004,last_non_direct,2025-07-21 19:44:24,2025-07-21 20:14:24,ST02,1
JR0002537,AV000002537,PR002270,CP002,CH001,DV001,position_based,2025-08-11 22:13:11,2025-08-11 23:48:11,ST02,1
JR0002538,AV000002538,PR002271,CP008,CH003,DV002,position_based,2025-05-05 11:35:19,2025-05-05 11:50:19,ST02,1
JR0002539,AV000002539,PR002272,CP005,CH002,DV003,position_based,2025-05-24 07:14:27,2025-05-24 08:25:27,ST01,1
JR0002540,AV000002540,PR002273,CP002,CH001,DV004,last_non_direct,2025-12-03 22:33:32,2025-12-03 23:06:32,ST02,1
JR0002541,AV000002541,PR002274,CP007,CH003,DV003,position_based,2025-07-19 13:16:15,2025-07-19 14:17:15,ST02,1
JR0002542,AV000002542,PR002275,CP009,CH003,DV008,first_touch,2025-08-08 10:23:33,2025-08-08 23:41:33,ST05,1
JR0002543,AV000002543,PR002276,CP009,CH003,DV004,last_non_direct,2025-08-13 04:38:30,2025-08-13 06:52:30,ST02,1
JR0002544,AV000002544,PR002277,CP002,CH001,DV001,last_non_direct,2025-10-07 07:51:28,2025-10-07 08:51:28,ST01,1
JR0002545,AV000002545,PR002277,CP001,CH001,DV002,last_non_direct,2025-10-08 08:35:00,2025-10-08 10:18:00,ST02,1
JR0002546,AV000002546,PR002278,CP008,CH003,DV001,position_based,2025-07-05 15:53:03,2025-07-05 17:42:03,ST02,1
JR0002547,AV000002547,PR002279,CP002,CH001,DV003,last_non_direct,2025-06-12 05:24:11,2025-06-12 06:57:11,ST02,1
JR0002548,AV000002548,PR002280,CP006,CH002,DV008,last_non_direct,2025-10-17 19:09:37,2025-10-20 04:01:37,ST05,1
JR0002549,AV000002549,PR002281,CP003,CH001,DV004,position_based,2025-08-01 23:57:24,2025-08-02 01:54:24,ST03,1
JR0002550,AV000002550,PR002282,CP013,CH005,DV006,first_touch,2025-05-24 12:36:43,2025-05-24 14:10:43,ST01,1
JR0002551,AV000002551,PR002283,CP002,CH001,DV003,first_touch,2025-03-29 09:49:44,2025-03-29 10:04:44,ST02,1
JR0002552,AV000002552,PR002284,CP008,CH003,DV001,last_non_direct,2025-04-30 01:04:13,2025-04-30 01:31:13,ST01,1
JR0002553,AV000002553,PR002285,CP005,CH002,DV001,first_touch,2025-07-07 02:22:44,2025-07-07 03:11:44,ST02,1
JR0002554,AV000002554,PR002286,CP008,CH003,DV002,position_based,2025-05-05 07:17:34,2025-05-05 08:14:34,ST02,1
JR0002555,AV000002555,PR002286,CP002,CH001,DV002,last_non_direct,2025-05-31 13:59:24,2025-05-31 16:11:24,ST02,1
JR0002556,AV000002556,PR002287,CP001,CH001,DV002,last_non_direct,2025-02-12 22:41:58,2025-02-13 06:34:58,ST03,1
JR0002557,AV000002557,PR002288,CP005,CH002,DV007,last_non_direct,2025-07-04 18:28:09,2025-07-04 19:43:09,ST02,1
JR0002558,AV000002558,PR002289,CP003,CH001,DV001,position_based,2025-08-04 05:05:26,2025-08-04 07:12:26,ST02,1
JR0002559,AV000002559,PR002290,CP016,CH007,DV001,position_based,2025-04-14 11:57:04,2025-04-14 12:19:04,ST02,1
JR0002560,AV000002560,PR002291,CP006,CH002,DV002,last_non_direct,2025-02-16 06:59:10,2025-02-16 07:34:10,ST02,1
JR0002561,AV000002561,PR002292,CP001,CH001,DV001,first_touch,2025-06-12 07:34:13,2025-06-12 08:19:13,ST02,1
JR0002562,AV000002562,PR002293,CP001,CH001,DV001,last_non_direct,2025-08-09 12:57:09,2025-08-09 14:15:09,ST02,1
JR0002563,AV000002563,PR002294,CP011,CH004,DV001,position_based,2025-10-21 21:26:05,2025-10-21 22:52:05,ST02,1
JR0002564,AV000002564,PR002295,CP001,CH001,DV003,last_non_direct,2025-05-01 13:37:37,2025-05-01 16:02:37,ST02,1
JR0002565,AV000002565,PR002296,CP001,CH001,DV003,position_based,2025-05-26 15:53:49,2025-05-26 17:56:49,ST02,1
JR0002566,AV000002566,PR002297,CP007,CH003,DV003,first_touch,2025-10-18 10:45:18,2025-10-18 12:32:18,ST01,1
JR0002567,AV000002567,PR002298,CP005,CH002,DV003,last_non_direct,2025-02-22 10:40:00,2025-02-22 11:39:00,ST02,1
JR0002568,AV000002568,PR002299,CP011,CH004,DV003,last_non_direct,2025-11-14 15:08:29,2025-11-15 07:51:29,ST04,1
JR0002569,AV000002569,PR002300,CP002,CH001,DV001,last_non_direct,2025-08-27 10:47:09,2025-08-27 11:17:09,ST02,1
JR0002570,AV000002570,PR002301,CP008,CH003,DV002,position_based,2025-05-23 02:50:42,2025-05-23 03:31:42,ST02,1
JR0002571,AV000002571,PR002302,CP008,CH003,DV001,position_based,2025-03-02 11:53:21,2025-03-02 13:42:21,ST01,1
JR0002572,AV000002572,PR002303,CP003,CH001,DV002,position_based,2025-06-27 17:20:19,2025-06-27 17:54:19,ST01,1
JR0002573,AV000002573,PR002304,CP018,CH008,DV003,last_non_direct,2025-08-09 04:18:32,2025-08-09 04:43:32,ST01,1
JR0002574,AV000002574,PR002305,CP001,CH001,DV001,last_non_direct,2025-11-09 08:30:28,2025-11-09 09:17:28,ST02,1
JR0002575,AV000002575,PR002306,CP007,CH003,DV003,last_non_direct,2025-06-25 05:16:22,2025-06-25 15:24:22,ST04,1
JR0002576,AV000002576,PR002307,CP001,CH001,DV001,last_non_direct,2025-07-11 14:01:38,2025-07-11 16:50:38,ST03,1
JR0002577,AV000002577,PR002308,CP003,CH001,DV002,first_touch,2025-03-08 01:25:09,2025-03-08 03:18:09,ST02,1
JR0002578,AV000002578,PR002309,CP004,CH001,DV003,position_based,2025-03-21 20:51:48,2025-03-21 21:26:48,ST02,1
JR0002579,AV000002579,PR002310,CP008,CH003,DV003,first_touch,2025-08-21 13:59:21,2025-08-21 16:15:21,ST02,1
JR0002580,AV000002580,PR002311,CP005,CH002,DV002,last_non_direct,2025-03-16 12:12:18,2025-03-16 13:29:18,ST02,1
JR0002581,AV000002581,PR002311,CP011,CH004,DV007,first_touch,2025-04-09 16:12:18,2025-04-09 17:31:18,ST01,1
